title,BOWLING,O,M,R,W,ECON,0s,4s,6s,WD,NB
Gujarat Titans VS Chennai Super Kings,Deepak Chahar,4,0,38,1,9.50,5,3,1,0,0
Gujarat Titans VS Chennai Super Kings,Tushar Deshpande,4,0,56,0,14.00,4,7,3,0,0
Gujarat Titans VS Chennai Super Kings,Maheesh Theekshana,4,0,36,0,9.00,8,3,2,0,0
Gujarat Titans VS Chennai Super Kings,Ravindra Jadeja,4,0,38,1,9.50,3,3,1,0,0
Gujarat Titans VS Chennai Super Kings,Matheesha Pathirana,4,0,44,2,11.00,7,4,2,2,0
Gujarat Titans VS Chennai Super Kings,Mohammed Shami,3,0,29,0,9.66,5,4,0,0,0
Gujarat Titans VS Chennai Super Kings,Hardik Pandya,1,0,14,0,14.00,1,1,1,1,0
Gujarat Titans VS Chennai Super Kings,Rashid Khan,3,0,44,0,14.66,2,4,3,0,0
Gujarat Titans VS Chennai Super Kings,Noor Ahmad,3,0,17,2,5.66,6,0,0,3,0
Gujarat Titans VS Chennai Super Kings,Josh Little,2,0,30,0,15.00,1,0,3,0,0
Gujarat Titans VS Chennai Super Kings,Mohit Sharma,3,0,36,3,12.00,4,2,3,0,0
Gujarat Titans VS Mumbai Indians,Jason Behrendorff,4,0,28,0,7.00,8,4,0,0,0
Gujarat Titans VS Mumbai Indians,Cameron Green,3,0,35,0,11.66,4,3,2,0,0
Gujarat Titans VS Mumbai Indians,Akash Madhwal,4,0,52,1,13.00,7,3,4,0,2
Gujarat Titans VS Mumbai Indians,Chris Jordan,4,0,56,0,14.00,6,6,3,4,0
Gujarat Titans VS Mumbai Indians,Piyush Chawla,3,0,45,1,15.00,0,2,3,1,0
Gujarat Titans VS Mumbai Indians,Kumar Kartikeya,2,0,15,0,7.50,2,0,1,0,0
Gujarat Titans VS Mumbai Indians,Mohammed Shami,3,0,41,2,13.66,6,6,2,0,0
Gujarat Titans VS Mumbai Indians,Hardik Pandya,2,0,24,0,12.00,4,3,1,1,0
Gujarat Titans VS Mumbai Indians,Rashid Khan,4,0,33,2,8.25,8,5,0,1,0
Gujarat Titans VS Mumbai Indians,Noor Ahmad,4,0,35,0,8.75,8,1,2,1,1
Gujarat Titans VS Mumbai Indians,Josh Little,3,0,26,1,8.66,6,2,1,1,0
Gujarat Titans VS Mumbai Indians,Mohit Sharma,2.2,0,10,5,4.28,9,0,1,0,0
Mumbai Indians VS Lucknow Super Giants,Krunal Pandya,4,0,38,0,9.50,7,5,1,0,0
Mumbai Indians VS Lucknow Super Giants,Krishnappa Gowtham,1,0,8,0,8.00,4,2,0,0,0
Mumbai Indians VS Lucknow Super Giants,Naveen-ul-Haq,4,0,38,4,9.50,10,3,2,3,0
Mumbai Indians VS Lucknow Super Giants,Yash Thakur,4,0,34,3,8.50,12,3,2,2,0
Mumbai Indians VS Lucknow Super Giants,Mohsin Khan,3,0,24,1,8.00,9,1,2,0,0
Mumbai Indians VS Lucknow Super Giants,Ravi Bishnoi,4,0,30,0,7.50,4,1,1,1,0
Mumbai Indians VS Lucknow Super Giants,Jason Behrendorff,3,0,21,0,7.00,7,3,0,0,0
Mumbai Indians VS Lucknow Super Giants,Akash Madhwal,3.3,0,5,5,1.42,17,0,0,0,0
Mumbai Indians VS Lucknow Super Giants,Chris Jordan,2,1,7,1,3.50,9,1,0,0,0
Mumbai Indians VS Lucknow Super Giants,Cameron Green,3,0,15,0,5.00,7,1,0,0,0
Mumbai Indians VS Lucknow Super Giants,Hrithik Shokeen,1,0,18,0,18.00,1,2,1,1,0
Mumbai Indians VS Lucknow Super Giants,Piyush Chawla,4,0,28,1,7.00,9,2,1,2,0
Chennai Super Kings VS Gujarat Titans,Mohammed Shami,4,0,28,2,7.00,10,2,1,0,1
Chennai Super Kings VS Gujarat Titans,Darshan Nalkande,4,0,44,1,11.00,9,4,2,0,1
Chennai Super Kings VS Gujarat Titans,Rashid Khan,4,0,37,1,9.25,5,2,1,0,0
Chennai Super Kings VS Gujarat Titans,Noor Ahmad,4,0,29,1,7.25,6,3,0,0,0
Chennai Super Kings VS Gujarat Titans,Mohit Sharma,4,0,31,2,7.75,4,3,0,0,0
Chennai Super Kings VS Gujarat Titans,Deepak Chahar,4,0,29,2,7.25,10,2,1,3,0
Chennai Super Kings VS Gujarat Titans,Tushar Deshpande,4,0,43,1,10.75,11,6,2,2,0
Chennai Super Kings VS Gujarat Titans,Maheesh Theekshana,4,0,28,2,7.00,8,1,1,0,0
Chennai Super Kings VS Gujarat Titans,Ravindra Jadeja,4,0,18,2,4.50,12,2,0,0,0
Chennai Super Kings VS Gujarat Titans,Matheesha Pathirana,4,0,37,2,9.25,9,2,1,7,0
Royal Challengers Bangalore VS Gujarat Titans,Mohammed Shami,4,0,39,1,9.75,9,7,0,1,0
Royal Challengers Bangalore VS Gujarat Titans,Yash Dayal,4,0,39,1,9.75,7,5,1,0,0
Royal Challengers Bangalore VS Gujarat Titans,Rashid Khan,4,0,24,1,6.00,5,1,0,0,0
Royal Challengers Bangalore VS Gujarat Titans,Noor Ahmad,4,0,39,2,9.75,6,4,1,2,0
Royal Challengers Bangalore VS Gujarat Titans,Mohit Sharma,4,0,54,0,13.50,2,8,1,2,0
Royal Challengers Bangalore VS Gujarat Titans,Mohammed Siraj,4,0,32,2,8.00,11,2,2,2,0
Royal Challengers Bangalore VS Gujarat Titans,Wayne Parnell,3.1,0,42,0,13.26,7,6,2,1,1
Royal Challengers Bangalore VS Gujarat Titans,Vijaykumar Vyshak,4,0,40,1,10.00,6,2,2,2,0
Royal Challengers Bangalore VS Gujarat Titans,Himanshu Sharma,3,0,28,0,9.33,4,3,1,0,0
Royal Challengers Bangalore VS Gujarat Titans,Harshal Patel,4,0,29,1,7.25,11,2,1,2,0
Royal Challengers Bangalore VS Gujarat Titans,Michael Bracewell,1,0,16,0,16.00,2,0,2,0,0
Sunrisers Hyderabad VS Mumbai Indians,Jason Behrendorff,3,0,36,0,12.00,7,4,2,3,0
Sunrisers Hyderabad VS Mumbai Indians,Cameron Green,1,0,2,0,2.00,4,0,0,0,0
Sunrisers Hyderabad VS Mumbai Indians,Chris Jordan,4,0,42,1,10.50,6,5,1,1,0
Sunrisers Hyderabad VS Mumbai Indians,Akash Madhwal,4,0,37,4,9.25,7,4,1,0,1
Sunrisers Hyderabad VS Mumbai Indians,Piyush Chawla,4,0,39,0,9.75,4,3,2,0,0
Sunrisers Hyderabad VS Mumbai Indians,Kumar Kartikeya,4,0,39,0,9.75,6,4,1,1,0
Sunrisers Hyderabad VS Mumbai Indians,Bhuvneshwar Kumar,4,0,26,1,6.50,8,3,0,0,0
Sunrisers Hyderabad VS Mumbai Indians,Nitish Kumar Reddy,3,0,35,0,11.66,7,1,4,0,0
Sunrisers Hyderabad VS Mumbai Indians,Mayank Dagar,4,0,37,1,9.25,9,4,2,0,0
Sunrisers Hyderabad VS Mumbai Indians,Kartik Tyagi,2.5,0,41,0,14.47,4,6,1,0,3
Sunrisers Hyderabad VS Mumbai Indians,Umran Malik,3,0,41,0,13.66,3,7,1,0,0
Sunrisers Hyderabad VS Mumbai Indians,Vivrant Sharma,1,0,19,0,19.00,1,0,2,1,1
Sunrisers Hyderabad VS Mumbai Indians,Aiden Markram,0.1,0,1,0,6.00,0,0,0,0,0
Lucknow Super Giants VS Kolkata Knight Riders,Harshit Rana,3,0,21,1,7.00,11,3,1,0,0
Lucknow Super Giants VS Kolkata Knight Riders,Vaibhav Arora,4,0,30,2,7.50,9,1,1,3,1
Lucknow Super Giants VS Kolkata Knight Riders,Varun Chakravarthy,4,0,38,1,9.50,10,4,2,0,0
Lucknow Super Giants VS Kolkata Knight Riders,Nitish Rana,1,0,3,0,3.00,4,0,0,0,0
Lucknow Super Giants VS Kolkata Knight Riders,Shardul Thakur,2,0,27,2,13.50,3,0,3,1,1
Lucknow Super Giants VS Kolkata Knight Riders,Sunil Narine,4,0,28,2,7.00,8,2,1,1,0
Lucknow Super Giants VS Kolkata Knight Riders,Suyash Sharma,1,0,12,0,12.00,2,1,1,0,0
Lucknow Super Giants VS Kolkata Knight Riders,Andre Russell,1,0,12,0,12.00,2,1,1,0,0
Lucknow Super Giants VS Kolkata Knight Riders,Mohsin Khan,1,0,15,0,15.00,2,2,1,0,0
Lucknow Super Giants VS Kolkata Knight Riders,Naveen-ul-Haq,4,0,46,0,11.50,8,6,2,0,0
Lucknow Super Giants VS Kolkata Knight Riders,Krunal Pandya,4,0,30,1,7.50,9,5,0,0,0
Lucknow Super Giants VS Kolkata Knight Riders,Krishnappa Gowtham,4,0,26,1,6.50,9,2,0,2,0
Lucknow Super Giants VS Kolkata Knight Riders,Ravi Bishnoi,4,0,23,2,5.75,10,1,1,0,0
Lucknow Super Giants VS Kolkata Knight Riders,Yash Thakur,3,0,31,2,10.33,9,1,3,3,0
Chennai Super Kings VS Delhi Capitals,Khaleel Ahmed,4,0,45,1,11.25,9,4,3,2,1
Chennai Super Kings VS Delhi Capitals,Lalit Yadav,2,0,32,0,16.00,1,3,2,2,0
Chennai Super Kings VS Delhi Capitals,Axar Patel,3,0,32,0,10.66,3,0,3,0,0
Chennai Super Kings VS Delhi Capitals,Anrich Nortje,4,0,43,1,10.75,8,4,3,0,0
Chennai Super Kings VS Delhi Capitals,Chetan Sakariya,4,0,36,1,9.00,9,5,0,3,1
Chennai Super Kings VS Delhi Capitals,Kuldeep Yadav,3,0,34,0,11.33,2,1,3,0,0
Chennai Super Kings VS Delhi Capitals,Deepak Chahar,4,0,22,3,5.50,14,2,1,0,0
Chennai Super Kings VS Delhi Capitals,Tushar Deshpande,4,0,26,1,6.50,12,4,0,1,0
Chennai Super Kings VS Delhi Capitals,Maheesh Theekshana,4,1,23,2,5.75,11,1,1,0,0
Chennai Super Kings VS Delhi Capitals,Ravindra Jadeja,4,0,50,1,12.50,4,3,4,1,0
Chennai Super Kings VS Delhi Capitals,Matheesha Pathirana,4,0,22,2,5.50,11,1,0,5,0
Punjab Kings VS Rajasthan Royals,Trent Boult,4,0,35,1,8.75,12,3,2,1,0
Punjab Kings VS Rajasthan Royals,Sandeep Sharma,4,0,46,0,11.50,6,3,3,2,1
Punjab Kings VS Rajasthan Royals,Navdeep Saini,4,0,40,3,10.00,9,6,1,1,0
Punjab Kings VS Rajasthan Royals,Adam Zampa,4,0,26,1,6.50,6,2,0,0,0
Punjab Kings VS Rajasthan Royals,Yuzvendra Chahal,4,0,40,0,10.00,9,3,3,1,0
Punjab Kings VS Rajasthan Royals,Sam Curran,4,0,46,1,11.50,9,8,1,2,0
Punjab Kings VS Rajasthan Royals,Kagiso Rabada,4,0,40,2,10.00,12,2,4,1,1
Punjab Kings VS Rajasthan Royals,Arshdeep Singh,4,0,40,1,10.00,11,4,2,3,0
Punjab Kings VS Rajasthan Royals,Nathan Ellis,4,0,34,1,8.50,8,3,1,1,0
Punjab Kings VS Rajasthan Royals,Rahul Chahar,3.4,0,28,1,7.63,5,1,1,0,0
Sunrisers Hyderabad VS Royal Challengers Bangalore,Mohammed Siraj,4,0,17,1,4.25,16,2,0,2,0
Sunrisers Hyderabad VS Royal Challengers Bangalore,Wayne Parnell,4,0,35,0,8.75,5,3,1,0,0
Sunrisers Hyderabad VS Royal Challengers Bangalore,Michael Bracewell,2,0,13,2,6.50,5,2,0,0,0
Sunrisers Hyderabad VS Royal Challengers Bangalore,Shahbaz Ahmed,3,0,38,1,12.66,4,4,2,0,0
Sunrisers Hyderabad VS Royal Challengers Bangalore,Harshal Patel,4,0,37,1,9.25,4,3,1,1,0
Sunrisers Hyderabad VS Royal Challengers Bangalore,Karn Sharma,3,0,45,0,15.00,0,1,4,1,0
Sunrisers Hyderabad VS Royal Challengers Bangalore,Bhuvneshwar Kumar,4,0,48,1,12.00,10,7,2,1,0
Sunrisers Hyderabad VS Royal Challengers Bangalore,Abhishek Sharma,3,0,28,0,9.33,5,3,1,1,0
Sunrisers Hyderabad VS Royal Challengers Bangalore,T Natarajan,4,0,34,1,8.50,6,3,1,1,0
Sunrisers Hyderabad VS Royal Challengers Bangalore,Kartik Tyagi,1.2,0,21,0,15.75,1,4,0,1,0
Sunrisers Hyderabad VS Royal Challengers Bangalore,Nitish Kumar Reddy,2,0,19,0,9.50,3,1,1,0,1
Sunrisers Hyderabad VS Royal Challengers Bangalore,Mayank Dagar,4,0,25,0,6.25,8,1,1,0,0
Sunrisers Hyderabad VS Royal Challengers Bangalore,Glenn Phillips,1,0,10,0,10.00,1,1,0,0,0
Delhi Capitals VS Punjab Kings,Sam Curran,4,0,36,2,9.00,9,4,1,1,0
Delhi Capitals VS Punjab Kings,Kagiso Rabada,3,0,36,0,12.00,8,2,4,0,0
Delhi Capitals VS Punjab Kings,Arshdeep Singh,2,0,21,0,10.50,4,2,1,2,0
Delhi Capitals VS Punjab Kings,Nathan Ellis,4,0,46,0,11.50,6,5,2,0,0
Delhi Capitals VS Punjab Kings,Rahul Chahar,4,0,35,0,8.75,7,4,1,0,0
Delhi Capitals VS Punjab Kings,Harpreet Brar,3,0,39,0,13.00,2,3,2,2,0
Delhi Capitals VS Punjab Kings,Khaleel Ahmed,3,1,20,1,6.66,14,1,2,0,1
Delhi Capitals VS Punjab Kings,Ishant Sharma,3,0,36,2,12.00,10,5,2,0,1
Delhi Capitals VS Punjab Kings,Anrich Nortje,4,0,36,2,9.00,11,2,3,0,0
Delhi Capitals VS Punjab Kings,Mukesh Kumar,4,0,52,0,13.00,8,3,5,1,0
Delhi Capitals VS Punjab Kings,Axar Patel,3,0,27,1,9.00,3,4,0,0,0
Delhi Capitals VS Punjab Kings,Kuldeep Yadav,3,0,21,0,7.00,4,0,1,1,0
Lucknow Super Giants VS Mumbai Indians,Jason Behrendorff,4,0,30,2,7.50,9,0,2,1,0
Lucknow Super Giants VS Mumbai Indians,Chris Jordan,4,0,50,0,12.50,7,3,4,2,0
Lucknow Super Giants VS Mumbai Indians,Hrithik Shokeen,3,0,20,0,6.66,9,1,1,0,0
Lucknow Super Giants VS Mumbai Indians,Piyush Chawla,3,0,26,1,8.66,5,0,2,0,0
Lucknow Super Giants VS Mumbai Indians,Akash Madhwal,4,0,30,0,7.50,7,1,1,2,0
Lucknow Super Giants VS Mumbai Indians,Cameron Green,2,0,16,0,8.00,5,1,1,0,0
Lucknow Super Giants VS Mumbai Indians,Krunal Pandya,4,0,27,0,6.75,10,4,0,0,0
Lucknow Super Giants VS Mumbai Indians,Mohsin Khan,3,0,26,1,8.66,8,1,2,2,0
Lucknow Super Giants VS Mumbai Indians,Naveen-ul-Haq,4,0,37,0,9.25,8,1,3,0,1
Lucknow Super Giants VS Mumbai Indians,Yash Thakur,4,0,40,2,10.00,9,2,2,5,1
Lucknow Super Giants VS Mumbai Indians,Swapnil Singh,1,0,11,0,11.00,1,2,0,0,0
Lucknow Super Giants VS Mumbai Indians,Ravi Bishnoi,4,0,26,2,6.50,9,2,0,1,0
Gujarat Titans VS Sunrisers Hyderabad,Bhuvneshwar Kumar,4,0,30,5,7.50,11,4,0,0,0
Gujarat Titans VS Sunrisers Hyderabad,Marco Jansen,4,0,39,1,9.75,11,3,1,4,2
Gujarat Titans VS Sunrisers Hyderabad,Fazalhaq Farooqi,3,0,31,1,10.33,3,4,0,1,0
Gujarat Titans VS Sunrisers Hyderabad,T Natarajan,4,0,34,1,8.50,4,4,0,0,0
Gujarat Titans VS Sunrisers Hyderabad,Aiden Markram,1,0,13,0,13.00,0,2,0,0,0
Gujarat Titans VS Sunrisers Hyderabad,Mayank Markande,3,0,27,0,9.00,3,4,0,0,0
Gujarat Titans VS Sunrisers Hyderabad,Abhishek Sharma,1,0,13,0,13.00,2,1,1,1,0
Gujarat Titans VS Sunrisers Hyderabad,Mohammed Shami,4,0,21,4,5.25,13,1,1,0,0
Gujarat Titans VS Sunrisers Hyderabad,Yash Dayal,4,0,31,1,7.75,11,4,0,4,0
Gujarat Titans VS Sunrisers Hyderabad,Rashid Khan,4,0,28,0,7.00,6,1,1,0,0
Gujarat Titans VS Sunrisers Hyderabad,Mohit Sharma,4,0,28,4,7.00,12,3,1,0,0
Gujarat Titans VS Sunrisers Hyderabad,Noor Ahmad,2.5,0,35,0,12.35,3,3,2,1,0
Gujarat Titans VS Sunrisers Hyderabad,Rahul Tewatia,1.1,0,7,0,6.00,3,1,0,0,0
Chennai Super Kings VS Kolkata Knight Riders,Vaibhav Arora,4,0,30,1,7.50,7,2,0,1,1
Chennai Super Kings VS Kolkata Knight Riders,Harshit Rana,2,0,19,0,9.50,5,2,1,0,0
Chennai Super Kings VS Kolkata Knight Riders,Varun Chakravarthy,4,0,36,2,9.00,5,2,1,1,0
Chennai Super Kings VS Kolkata Knight Riders,Sunil Narine,4,0,15,2,3.75,10,0,0,0,0
Chennai Super Kings VS Kolkata Knight Riders,Shardul Thakur,3,0,15,1,5.00,7,1,0,1,0
Chennai Super Kings VS Kolkata Knight Riders,Suyash Sharma,3,0,29,0,9.66,6,0,3,0,1
Chennai Super Kings VS Kolkata Knight Riders,Deepak Chahar,3,0,27,3,9.00,7,3,1,2,0
Chennai Super Kings VS Kolkata Knight Riders,Tushar Deshpande,3.3,0,25,0,7.14,11,2,1,2,0
Chennai Super Kings VS Kolkata Knight Riders,Moeen Ali,4,0,31,0,7.75,8,5,0,0,0
Chennai Super Kings VS Kolkata Knight Riders,Maheesh Theekshana,3,0,22,0,7.33,3,2,0,0,0
Chennai Super Kings VS Kolkata Knight Riders,Matheesha Pathirana,3,0,23,0,7.66,8,1,0,2,1
Chennai Super Kings VS Kolkata Knight Riders,Ravindra Jadeja,2,0,18,0,9.00,4,0,2,0,0
Royal Challengers Bangalore VS Rajasthan Royals,Sandeep Sharma,4,0,34,1,8.50,4,4,0,1,0
Royal Challengers Bangalore VS Rajasthan Royals,Adam Zampa,4,0,25,2,6.25,10,2,1,0,0
Royal Challengers Bangalore VS Rajasthan Royals,Yuzvendra Chahal,4,0,37,0,9.25,4,3,1,1,0
Royal Challengers Bangalore VS Rajasthan Royals,Ravichandran Ashwin,4,0,33,0,8.25,5,1,2,1,0
Royal Challengers Bangalore VS Rajasthan Royals,KM Asif,4,0,42,2,10.50,8,2,3,1,0
Royal Challengers Bangalore VS Rajasthan Royals,Mohammed Siraj,2,0,10,1,5.00,9,2,0,1,0
Royal Challengers Bangalore VS Rajasthan Royals,Wayne Parnell,3,0,10,3,3.33,12,1,0,1,0
Royal Challengers Bangalore VS Rajasthan Royals,Michael Bracewell,3,0,16,2,5.33,10,1,1,0,0
Royal Challengers Bangalore VS Rajasthan Royals,Karn Sharma,1.3,0,19,2,12.66,5,0,3,0,0
Royal Challengers Bangalore VS Rajasthan Royals,Glenn Maxwell,1,0,3,1,3.00,4,0,0,0,0
Punjab Kings VS Delhi Capitals,Khaleel Ahmed,4,0,36,0,9.00,11,4,1,3,0
Punjab Kings VS Delhi Capitals,Ishant Sharma,3,0,27,2,9.00,8,4,1,0,0
Punjab Kings VS Delhi Capitals,Axar Patel,4,0,27,1,6.75,12,1,1,2,0
Punjab Kings VS Delhi Capitals,Praveen Dubey,3,0,19,1,6.33,8,1,1,1,0
Punjab Kings VS Delhi Capitals,Kuldeep Yadav,4,0,32,1,8.00,9,2,2,0,0
Punjab Kings VS Delhi Capitals,Mitchell Marsh,1,0,21,0,21.00,0,1,2,1,0
Punjab Kings VS Delhi Capitals,Mukesh Kumar,1,0,3,1,3.00,3,0,0,0,0
Punjab Kings VS Delhi Capitals,Rishi Dhawan,1,0,10,0,10.00,2,2,0,0,0
Punjab Kings VS Delhi Capitals,Sam Curran,2,0,18,0,9.00,4,3,0,0,0
Punjab Kings VS Delhi Capitals,Harpreet Brar,4,0,30,4,7.50,11,5,0,1,0
Punjab Kings VS Delhi Capitals,Nathan Ellis,4,0,26,2,6.50,6,2,0,1,0
Punjab Kings VS Delhi Capitals,Arshdeep Singh,4,0,32,0,8.00,8,2,2,0,0
Punjab Kings VS Delhi Capitals,Rahul Chahar,4,0,16,2,4.00,18,3,0,1,0
Punjab Kings VS Delhi Capitals,Sikandar Raza,1,0,3,0,3.00,3,0,0,0,0
Sunrisers Hyderabad VS Lucknow Super Giants,Yudhvir Singh,3,0,24,1,8.00,8,4,0,1,0
Sunrisers Hyderabad VS Lucknow Super Giants,Kyle Mayers,1,0,11,0,11.00,3,2,0,0,1
Sunrisers Hyderabad VS Lucknow Super Giants,Krunal Pandya,4,0,24,2,6.00,12,2,1,0,0
Sunrisers Hyderabad VS Lucknow Super Giants,Avesh Khan,2,0,30,1,15.00,2,5,1,0,0
Sunrisers Hyderabad VS Lucknow Super Giants,Yash Thakur,4,0,28,1,7.00,11,1,2,0,0
Sunrisers Hyderabad VS Lucknow Super Giants,Amit Mishra,4,0,40,1,10.00,8,2,3,1,0
Sunrisers Hyderabad VS Lucknow Super Giants,Ravi Bishnoi,2,0,23,0,11.50,1,2,1,0,0
Sunrisers Hyderabad VS Lucknow Super Giants,Bhuvneshwar Kumar,4,0,30,0,7.50,8,3,1,0,0
Sunrisers Hyderabad VS Lucknow Super Giants,Fazalhaq Farooqi,3.2,0,32,0,9.60,8,5,0,4,0
Sunrisers Hyderabad VS Lucknow Super Giants,Glenn Phillips,2,0,10,1,5.00,5,1,0,0,0
Sunrisers Hyderabad VS Lucknow Super Giants,T Natarajan,4,0,31,0,7.75,8,1,2,0,0
Sunrisers Hyderabad VS Lucknow Super Giants,Mayank Markande,3,0,39,1,13.00,2,4,2,0,0
Sunrisers Hyderabad VS Lucknow Super Giants,Abhishek Sharma,3,0,42,1,14.00,6,1,5,1,0
Mumbai Indians VS Gujarat Titans,Mohammed Shami,4,0,53,0,13.25,9,5,4,0,0
Mumbai Indians VS Gujarat Titans,Mohit Sharma,4,0,43,1,10.75,10,6,2,0,0
Mumbai Indians VS Gujarat Titans,Rashid Khan,4,0,30,4,7.50,10,5,0,0,0
Mumbai Indians VS Gujarat Titans,Noor Ahmad,4,0,38,0,9.50,7,4,1,0,0
Mumbai Indians VS Gujarat Titans,Alzarri Joseph,4,0,52,0,13.00,5,2,5,0,0
Mumbai Indians VS Gujarat Titans,Jason Behrendorff,4,0,37,1,9.25,8,5,1,1,0
Mumbai Indians VS Gujarat Titans,Akash Madhwal,4,0,31,3,7.75,11,4,1,0,0
Mumbai Indians VS Gujarat Titans,Chris Jordan,4,0,34,0,8.50,9,3,2,0,0
Mumbai Indians VS Gujarat Titans,Piyush Chawla,4,0,36,2,9.00,7,4,1,0,0
Mumbai Indians VS Gujarat Titans,Kumar Kartikeya,3,0,37,2,12.33,8,0,5,2,0
Mumbai Indians VS Gujarat Titans,Cameron Green,1,0,13,0,13.00,3,0,2,0,0
Kolkata Knight Riders VS Rajasthan Royals,Trent Boult,3,0,15,2,5.00,13,2,0,0,0
Kolkata Knight Riders VS Rajasthan Royals,Sandeep Sharma,4,0,34,1,8.50,12,2,3,0,0
Kolkata Knight Riders VS Rajasthan Royals,Ravichandran Ashwin,4,0,32,0,8.00,6,1,2,0,0
Kolkata Knight Riders VS Rajasthan Royals,Joe Root,2,0,14,0,7.00,2,1,0,0,0
Kolkata Knight Riders VS Rajasthan Royals,Yuzvendra Chahal,4,0,25,4,6.25,11,2,1,0,0
Kolkata Knight Riders VS Rajasthan Royals,KM Asif,3,0,27,1,9.00,4,0,2,1,0
Kolkata Knight Riders VS Rajasthan Royals,Nitish Rana,1,0,26,0,26.00,0,3,2,0,0
Kolkata Knight Riders VS Rajasthan Royals,Harshit Rana,2,0,22,0,11.00,6,2,1,2,0
Kolkata Knight Riders VS Rajasthan Royals,Shardul Thakur,1.1,0,18,0,15.42,1,4,0,0,0
Kolkata Knight Riders VS Rajasthan Royals,Varun Chakravarthy,3,0,28,0,9.33,10,3,2,1,0
Kolkata Knight Riders VS Rajasthan Royals,Sunil Narine,2,0,13,0,6.50,5,0,1,0,0
